Protein	Gene	PROTEIN_ORIGINAL	x400x15-1	x400x15-2	x400x15-3	x400x5-1	x400x5-2	x400x5-3	x400xH15-1	x400xH15-2	x400xH15-3	x400xH5-1	x400xH5-2	x400xH5-3	x60kx15-1	x60kx15-2	x60kx15-3	x60kx5-1	x60kx5-2	x60kx5-3	x60kxH15-1	x60kxH15-2	x60kxH15-3	x60kxH5-1	x60kxH5-2	x60kxH5-3
Q86TV6	TTC7B	Q86TV6	NA	14.22504495	13.56453292	13.99766085	14.11275582	13.73503215	14.23506908	13.94798616	13.76599458	14.45698689	13.81421451	14.111984	14.28138578	14.32843474	14.27109481	NA	14.27281656	14.16713966	13.83481755	13.81631285	14.43199964	14.1014709	NA	14.47158268
Q86TX2	ACOT1	Q86TX2	15.14830059	14.73718221	14.76115417	NA	15.41738091	15.38437498	13.57277796	14.3329761	14.00688847	NA	NA	9.391265605	15.01730616	15.05780978	12.10762392	15.19275373	15.43112987	15.13343447	13.84590039	13.33154581	13.9835918	NA	NA	14.15767459
Q86TX2	ACOT1	Q86TX2;P49753	14.84514747	14.80479652	15.04411409	14.44095741	15.01531703	14.47477201	15.15889045	14.89300456	14.76222944	15.04956396	14.85845957	15.1536686	14.81846893	14.87452747	14.67713977	14.96513726	14.6219651	14.73065208	14.60056336	14.34117646	14.28547531	15.0242186	14.57889117	14.70725304
Q86U06	RBM23	Q86U06	13.2582757	13.89852349	13.77367834	NA	14.22304558	NA	13.73441761	13.96807888	12.97782024	13.75452509	13.97844211	14.62993484	NA	13.6128386	13.70403053	13.80063479	14.04284028	14.17746025	NA	14.02510216	NA	13.20589098	13.33551396	13.66229183
Q86U28	ISCA2	Q86U28	12.27327545	11.20260647	10.70376264	11.78494077	11.99034971	11.98709614	14.65902289	13.83269674	12.32279288	12.62712688	12.4510042	12.0214008	12.03675406	9.635923315	10.53226358	9.946480918	11.68629753	11.78020506	12.53056706	13.21178056	12.01453299	13.36835342	12.59007359	14.1918194
Q86U38	NOP9	Q86U38	14.14188851	13.92822589	14.3357324	14.31805999	14.14682182	14.34068376	10.62723159	12.83767498	11.2822163	12.75893684	13.68643631	13.38743936	13.83872723	13.89530488	15.02451401	13.70382213	12.23454539	13.87220432	13.1089157	12.45572755	13.69671401	11.05099365	13.24135359	13.4991162
Q86U42	PABPN1	Q86U42	16.85931066	16.76958775	16.80454582	16.78626553	17.07132377	17.23826712	16.95232187	17.11544494	16.66393512	16.76735367	16.97729549	16.7798897	16.92625262	17.07986996	16.62776802	17.05972332	16.68755912	16.78456438	16.31267781	16.90444932	16.74228018	16.97659142	16.99202597	17.25024821
Q86U44	METTL3	Q86U44	13.65556789	14.25090285	14.02508469	14.26295225	14.38502668	14.113495	14.32310456	14.25237387	14.13658052	14.34849634	14.51902402	14.67439714	13.62104535	13.99657669	14.44510665	14.18648683	13.96453239	14.165414	13.28196263	14.24511752	14.00092514	13.89793673	13.78562708	13.95127465
Q86U86	PBRM1	Q86U86	12.98049274	13.41675203	13.19353402	13.69357002	13.09775114	13.38514787	13.03362907	12.14285513	13.19592172	13.5147601	12.52056185	14.2154482	12.98795503	13.24064957	13.63287289	13.38208991	12.47875249	13.61433591	12.83215332	13.61660202	13.84046978	13.7728508	13.03029862	13.04454317
Q86U90	YRDC	Q86U90	15.27329224	15.48183304	15.0866547	14.75000949	15.50895136	15.36077885	15.10831435	15.21650664	14.7609209	15.37476057	15.44192432	15.40144766	15.42293416	15.40122526	15.38086249	15.57194172	15.4000501	15.39793758	14.93177685	15.60528291	15.16242717	15.24611078	15.33356949	15.49477804
Q86UA1	PRPF39	Q86UA1	14.64757909	14.67429365	NA	14.38947323	14.57954392	12.60196491	14.20426752	14.41174197	14.56655728	12.20118823	14.76722956	14.91627716	12.50048267	12.38478563	12.75443612	12.44314248	12.63402259	14.59671345	14.22470933	12.92540955	12.12154762	14.44741845	14.44499166	14.60810942
Q86UD0	SAPCD2	Q86UD0	13.37239179	12.27557141	13.17908997	12.62719238	NA	13.10474983	NA	13.4926745	13.10912138	13.5105995	13.20895778	14.02741867	NA	NA	NA	NA	13.19177584	13.46520468	NA	NA	NA	10.81925536	NA	NA
Q86UE4	MTDH	Q86UE4	16.36847112	16.27859393	16.34750715	16.03961266	16.53235163	16.3162497	16.41234166	16.56037796	16.23850839	16.52726059	16.47927027	16.1828748	16.19134661	16.45805532	16.25813018	16.35442799	16.40724649	16.3565049	16.19447249	16.14377696	16.13448188	16.30213751	16.31548917	16.41490797
Q86UE8	TLK2	Q86UE8	14.29501403	14.15515956	14.24984255	12.44991738	14.40701175	14.38560544	14.13927579	14.18764914	14.04357132	14.38808135	14.2795386	13.85308273	13.91731768	14.20305274	14.13773431	14.33294985	14.22136565	14.26221961	13.76497792	14.79121061	13.9140326	13.96121195	14.10991223	14.32958092
Q86UK7	ZNF598	Q86UK7	12.8376937	12.99841314	13.31769315	13.29491178	13.13896418	13.36731711	13.14733948	13.50783669	12.71180438	12.38585503	13.31522111	13.97669983	13.97191529	13.20513313	13.04606303	13.66257385	13.43052427	13.54312759	13.14773998	13.76766643	13.55181455	13.56086314	13.25514003	13.63562272
Q86UP2	KTN1	Q86UP2	15.55079082	15.61645308	15.60965986	15.68690885	15.8009357	15.78885281	16.06185877	16.08898266	15.98202749	16.1950678	16.26870936	16.27947484	15.71450248	15.77531741	15.75158597	15.78928799	15.51340086	15.80378108	15.85038255	16.11389982	15.92413656	16.20967098	15.87220938	16.07806716
Q86UP3	ZFHX4	Q86UP3	8.885337569	NA	NA	15.79670236	10.13587803	17.08527093	NA	NA	NA	13.68829139	16.62028031	NA	11.96363099	NA	12.74579477	16.43909801	NA	NA	NA	NA	16.26671109	15.99946224	NA	NA
Q86UT6	NLRX1	Q86UT6	14.49606393	14.62211428	14.33304814	13.2226093	16.43779395	14.70643959	13.24633376	14.19590114	14.51701689	14.07130346	14.54863056	13.32991267	14.15215365	13.45418277	14.83814783	13.59166851	14.21321221	13.64961296	14.56830125	12.90104426	15.61007461	13.79727368	14.38446799	14.60512829
Q86UU0	BCL9L	Q86UU0	14.0551266	13.80594218	13.90676894	12.92802756	13.56477619	14.26782173	13.46650624	13.61687461	13.50317905	13.58658453	14.07080091	14.34570899	13.4840563	13.63900827	13.53219477	14.55017105	14.25084949	13.69112823	13.5585645	13.67283993	13.5320741	13.83403451	14.1167039	14.93987549
Q86UU1	PHLDB1	Q86UU1	14.00253349	13.98482451	13.79224669	13.76415726	14.15875554	13.99826112	14.32690871	14.29797852	14.04083649	14.28624916	13.44825344	14.45885717	14.28880039	14.56830601	14.56840569	14.76439997	14.36216457	14.45907902	14.09441504	14.6999971	14.75795319	14.73483728	14.73765797	14.95035204
Q86UV5	USP48	Q86UV5	14.2425871	11.16217737	12.36221394	11.29170621	13.72931894	12.92605572	10.82408434	10.86542224	13.11349693	12.03561974	10.87359962	11.43774038	13.1002203	11.12822096	11.13967978	12.47064204	12.69290057	10.95441135	NA	13.35526618	10.85562895	11.46132026	10.92323378	12.08731556
Q86UX6	STK32C	Q86UX6	13.25372598	14.08464267	14.17371374	13.66875718	14.37522519	14.71724858	11.20728615	12.96565949	13.97200871	12.98551875	13.74667885	14.20271483	13.28377061	13.80804602	14.14014428	14.22955317	13.71852532	13.99909405	12.37528827	14.39377827	13.73594387	14.1628192	13.65204248	12.77137587
Q86UY5	FAM83A	Q86UY5	14.79267007	14.65895157	14.22349098	14.44281933	14.9100404	15.16297643	14.51252414	14.36028376	14.14494643	14.8042036	13.54180206	15.76809708	14.13599595	14.76141451	14.78228375	14.82145815	15.06013427	14.74716099	14.50451972	15.09995894	14.39399177	15.16166424	14.96138456	15.68318389
Q86UY6	NAA40	Q86UY6	14.78043291	12.92673315	14.32063803	14.78291023	14.80571102	12.89648381	14.90267977	14.42485724	14.08186909	14.70833783	14.68533491	12.4894645	14.61091415	14.67386373	14.86089664	13.38286523	14.25519377	14.74218777	12.73491975	15.21710894	14.1657898	14.37160864	13.94677873	14.57485809
Q86UY8	NT5DC3	Q86UY8	13.54888859	13.93383752	14.03008486	12.87196132	14.51468594	14.53705763	14.02741382	14.22296274	12.87941185	15.47012329	14.57697364	15.03109719	13.8539311	14.04331925	14.40745471	14.30144403	11.33306272	15.39110791	13.33674793	14.8440679	11.8740689	14.29731192	13.8529778	14.12898209
Q86V21	AACS	Q86V21	15.86350798	15.4672118	15.77316061	16.18870244	15.22413099	14.97940466	15.02664117	15.09384992	15.34620796	14.99902844	15.06037122	12.87618653	15.74796391	15.32683684	15.10522833	15.37868238	15.62410468	15.61415594	15.50603461	13.55477523	15.11712422	15.15056918	15.33534192	11.98982906
Q86V48	LUZP1	Q86V48	15.14576077	15.09553098	15.06584987	14.07236219	14.96364808	14.29385833	14.77714255	15.09402477	14.76815187	15.16160054	15.63029585	15.20584679	15.29467592	15.54885971	15.18435036	15.55634771	15.48653379	15.3995843	14.83285231	15.26444469	15.37975913	15.58646448	15.70386429	15.80510853
Q86V81	ALYREF	Q86V81	18.20500019	18.06944854	18.04890243	17.66766048	18.09900545	18.11704536	17.89549322	17.83367086	17.55955219	17.66905354	17.5332671	17.68760724	18.28797726	18.08198414	17.92613984	18.19538907	18.08668001	17.93034532	17.58326114	17.54396043	17.49205813	17.75974781	17.95037798	18.02843463
Q86VI3	IQGAP3	Q86VI3	13.70046489	13.86247041	13.91632888	14.0994218	14.16970666	13.96364148	13.39522784	13.12303497	13.43268278	14.07932846	13.97894486	13.89028921	14.26254976	14.29730556	13.95571917	14.2368412	14.08716327	14.12081974	13.61796893	13.89288672	14.30406426	13.79933309	13.9149505	14.12225473
Q86VM9	ZC3H18	Q86VM9	15.2621649	15.13317338	15.04171031	14.74832334	15.48559646	15.17450789	15.20331842	15.21589666	15.23651201	15.53790114	15.5543737	15.45833146	15.13864119	15.27358385	15.43425442	15.28190979	15.32253528	15.27375679	14.99848153	15.04147817	14.93109907	15.30886117	15.53693083	15.42676098
Q86VN1	VPS36	Q86VN1	13.73479365	12.16835564	13.10637149	13.09988647	12.19012174	13.18513878	12.63947064	12.2120885	13.46054328	13.57258379	13.29382008	12.54348529	13.23318379	13.85259477	12.5253936	13.11366396	14.13695376	14.00964766	13.80596273	13.22308592	13.50493298	12.73374287	13.19571232	13.25525079
Q86VP6	CAND1	Q86VP6	15.76651657	15.8076121	15.9589856	16.12328108	15.74172624	15.82321459	15.06300363	15.16033142	15.50088486	15.32308135	15.42390858	15.01760437	15.64933178	15.68322185	15.86165186	15.54399825	15.47364235	15.6773037	15.15525778	15.27642935	15.4635632	14.76056846	15.39134649	15.29952961
Q86VP6	CAND1	Q86VP6;O75155	15.01870768	14.69013811	14.9844303	13.85346754	14.73701424	13.85198472	14.77108044	14.96409276	15.17306804	NA	12.8213368	12.44170107	14.88922694	14.68660211	15.03219711	NA	15.27268931	14.94722208	NA	14.75508764	13.7055164	13.71765871	15.21758051	13.92386857
Q86VR2	RETREG3	Q86VR2	14.23570848	15.56022958	15.96581282	15.65407039	16.29049666	15.57803279	13.31422509	15.65023269	14.06771719	15.47792701	15.30266524	13.77308127	15.55531243	15.49088777	16.00473169	15.59592092	10.88047487	14.9794257	15.04933969	16.17558967	15.72069004	15.43630864	13.76242243	15.27716009
Q86VS8	HOOK3	Q86VS8	13.64652173	13.87594359	13.31435841	13.75131581	13.63756462	13.27584033	13.71179056	12.98780318	13.3351323	13.02000023	13.52833304	13.42092705	13.82566915	14.01638172	13.08612075	13.34075728	13.25939558	13.85920023	12.94972847	13.80787583	13.23935242	14.09037701	12.80173133	13.84609193
Q86VU5	COMTD1	Q86VU5	13.74885246	15.34250967	15.41194845	15.29171097	11.43482711	15.69874481	14.62698817	14.45362087	12.38667142	15.26779826	15.89089718	12.30767162	15.52288464	14.07120561	15.46434864	11.36645971	12.46733131	13.76299969	14.97604078	11.2779626	12.58494166	13.90225177	14.20592571	10.79857556
Q86W42	THOC6	Q86W42	15.27952232	15.14417079	15.2194467	15.30750104	15.19477141	15.13127083	14.40619666	14.55538745	14.62289737	14.59324218	14.94575004	14.62107787	15.01325426	14.99796801	14.94243226	14.86752238	13.94220981	14.75392818	14.11401715	14.2406207	14.80266036	14.37201028	14.46324161	14.86114834
Q86W50	METTL16	Q86W50	11.66279769	14.02455649	14.78947115	14.77338571	15.29380769	14.96503468	13.92752365	10.42117649	13.15379328	12.36470782	14.87161057	14.4439557	13.96309753	14.43143917	10.85651092	14.48308856	11.55888257	13.99454495	12.30199934	15.33138547	14.83613585	12.46876744	12.11864537	14.79274476
Q86W56	BPHL	Q86W56	13.99125683	14.21892868	14.22397848	13.85031821	14.1210005	13.87871594	13.1806	13.26634327	13.23745256	13.25911893	13.35924412	12.83208465	13.7387635	14.0155892	14.06127203	13.51774054	13.69534508	13.37155185	12.79998594	13.66948406	13.53637404	13.15880414	12.41839077	11.72547586
Q86W92	PPFIBP1	Q86W92	14.76037495	14.43794565	14.52908189	14.25027977	14.71573327	14.47495637	14.78394546	14.87129213	14.38394257	14.86284256	14.87318052	14.57592954	15.0047193	14.75015316	14.90949364	14.87298467	14.6379873	14.93331162	14.97453759	15.26579367	14.92450583	15.23490853	15.05416135	15.26491702
Q86W92	PPFIBP1	Q86W92;Q8ND30	16.63948952	17.3594176	16.62131124	15.81226932	16.78300107	14.75356288	16.79112959	16.80381716	16.74870633	16.95224461	16.92984481	15.80155522	16.81930228	16.80067499	16.97357359	16.72317677	16.29588278	16.79102256	17.06577071	15.71681059	16.90110426	17.01172834	17.0896598	17.04117465
Q86WA6	BPHL	Q86WA6	13.12885573	13.59022868	13.79682688	13.02611756	13.38920949	14.41950607	14.30952866	14.38290749	13.81462192	14.33712656	14.45459151	13.90730037	13.73352824	13.66307081	14.4200794	12.70084025	13.77890687	12.32203434	13.43952519	14.57050438	14.21567525	14.05118336	12.74796404	13.69908808
Q86WA8	LONP2	Q86WA8	11.3688898	11.36458742	11.38239942	13.22318743	13.77498709	9.821454523	11.07895083	NA	12.46063214	12.2707298	12.66605685	13.27957799	11.44844725	11.22774432	11.42665295	11.71436915	11.21529109	12.65140956	11.6266224	12.90078921	11.58629601	10.23631602	NA	11.23010457
Q86WB0	ZC3HC1	Q86WB0	14.83402763	14.82710143	14.45842232	14.65090924	14.51692859	14.72226655	14.55475378	14.53767403	14.18753035	14.50931787	14.84176803	14.80541256	14.53923645	14.49624658	14.5587791	14.62932325	14.32689741	14.05672511	14.27409426	14.72053715	14.31007583	14.59646299	14.18047141	14.30734535
Q86WC4	OSTM1	Q86WC4	17.11211366	17.07447354	17.05224148	16.84428738	17.52617067	17.07449204	17.04645038	17.04212985	16.44589499	16.80047279	16.7877445	17.10845303	16.98008497	16.94747056	17.15392034	17.46558385	17.1622687	16.64425473	16.25797416	NA	16.44562582	16.55544648	16.88705582	17.12474417
Q86WJ1	CHD1L	Q86WJ1	14.74876623	14.35170029	14.50769737	14.22203694	14.43762714	14.61257456	13.94864017	14.63701891	14.53306739	14.65136046	14.26190619	14.38192761	14.13336226	14.36419053	14.41121203	14.41228943	14.07220416	14.33889033	13.801419	14.19154138	14.29983772	14.16519456	14.12415688	14.09510487
Q86WN1	FCHSD1	Q86WN1	10.14284127	11.54338504	10.22761908	11.36791259	12.02455921	12.13329718	10.14153667	10.32731338	11.35939516	12.3033472	9.36877074	11.92242457	11.26460058	9.976747658	11.05202398	10.79095746	9.869296538	9.043742011	10.55583264	10.58599267	11.5800884	12.21958286	10.41658219	12.99785626
Q86WQ0	NR2C2AP	Q86WQ0	13.71613227	14.02700174	14.21543486	13.94809919	15.23415383	15.13903028	15.03714729	15.11268348	14.32805665	14.76234529	14.25191101	15.22709763	14.01752738	14.2410674	14.26997509	15.48914376	13.9936946	14.11528805	14.44840601	15.50513289	14.41940126	14.9802439	14.34972697	15.1829096
Q86WR0	CCDC25	Q86WR0	15.22782117	15.31183483	15.12848046	14.87132723	15.26267765	14.883248	14.87623464	15.01582122	14.77613212	15.25673184	15.19171999	14.41144319	15.28493227	15.13329295	15.05055287	14.86459382	15.1210272	15.01793462	14.82556611	14.37956691	14.56665766	14.84610369	14.94281831	14.99301149
Q86WR7	PROSER2	Q86WR7	14.26538577	14.21552919	14.25726768	13.73076477	14.60228631	13.93722962	14.97150107	14.79385184	14.56765663	14.29805154	14.69474219	14.812857	14.97395463	14.89988896	14.88837942	15.03257373	14.95093088	14.70459101	14.94128282	15.05418108	14.88474838	15.6378294	15.34932986	15.06655827
Q86WV6	STING1	Q86WV6	14.4559461	14.57284596	14.45001025	14.2503399	14.51456099	14.64803488	14.77693529	14.59592369	14.4494506	15.05077874	15.23888076	15.37569873	13.92712279	14.15339279	14.36827462	14.300121	13.93507603	14.32757507	14.32005209	14.76618422	15.11603656	14.76926086	14.67850597	14.59935349
Q86WW8	COA5	Q86WW8	13.79460089	13.17955846	12.88675689	12.93816603	13.87672739	12.9072793	12.54516322	13.26726624	12.01642287	NA	13.28844961	NA	12.7823475	13.43344234	12.87399484	13.46524949	13.80726631	NA	11.30217945	NA	11.93714982	NA	13.4435586	14.85614096
Q86WX3	RPS19BP1	Q86WX3	16.18817512	16.05748769	16.0779764	15.36299857	16.09624105	15.90728814	16.11144617	16.36915784	16.28456247	16.07989006	16.06721326	15.30156861	16.08623523	15.98673082	15.7892548	15.79864818	15.95581243	15.80830071	15.91786435	15.79787662	15.97151184	16.02302307	15.90739583	16.35968556
Q86X10	RALGAPB	Q86X10	12.77878483	12.74402994	12.86212459	13.3448915	13.37133517	13.63251475	12.9556547	12.1596403	12.29185839	12.9720559	12.83281975	12.842136	13.16573324	12.94106501	13.22975579	13.28351527	11.81567533	13.04548908	11.25252154	13.34948198	12.37657627	12.84907936	11.55797894	12.39489299
Q86X27	RALGPS2	Q86X27	13.73770362	12.29645985	12.32751899	13.02559715	13.12807954	13.51782344	13.65414552	12.29960571	12.55922521	13.74637805	12.56648227	14.69205771	14.295049	12.05730149	12.3623597	13.40511858	11.85166381	12.55398452	11.36186023	14.70997727	12.58366334	13.8605928	13.01065183	12.98776746
Q86X29	LSR	Q86X29	16.54464038	16.46540243	16.49035524	16.33604037	16.84190475	16.81516054	16.3321611	17.09022844	16.74963464	16.94190122	16.86481554	16.37968545	16.72552659	15.74445965	15.71041473	17.16236243	16.54504702	16.66531434	16.30322126	16.94331578	16.56496857	17.06855454	16.82111252	17.05476729
Q86X53	ERICH1	Q86X53	13.73696206	13.61823003	13.27417329	13.29997538	13.1583006	13.72795129	12.56281196	13.45253837	12.63642485	13.26062488	13.53133096	13.32327025	13.95313388	13.86540525	13.61523013	13.40089583	13.3793019	13.36395018	10.97233042	13.91010634	13.23773946	13.07562144	13.64624645	13.3673996
Q86X55	CARM1	Q86X55	14.43401561	14.51173563	14.35455562	15.07257443	14.22400312	14.23086835	13.50526855	13.22584056	13.04345342	13.47709831	13.79212997	13.91256652	13.73539117	13.83375018	14.01242839	13.89670447	13.56834824	14.15668206	12.46620766	13.67404955	13.67785975	13.20574714	13.38417949	12.77576717
Q86X76	NIT1	Q86X76	11.90569666	11.97342552	11.47523733	12.49611351	12.17217163	12.29034437	12.65970283	11.65912245	12.26123435	13.39774008	12.20125242	11.95120222	11.24387024	12.34588252	11.3090681	11.86930797	11.00855176	12.00734384	12.49173109	11.02193917	12.36557569	12.89242248	12.59293369	10.95957928
Q86X83	COMMD2	Q86X83	14.87150942	15.06159087	14.82973191	15.48044917	14.97352957	14.56734911	14.08351082	14.0738065	14.63485246	14.67506678	14.59437265	14.07587536	14.75511594	14.1721591	15.22503908	14.78400391	14.11061173	14.76238437	14.39658177	14.20722414	14.47918537	11.59511934	14.94024389	13.82463078
Q86XA9	HEATR5A	Q86XA9	9.941392	9.750160387	9.487500243	11.7331414	11.00706933	11.20951347	9.418582833	10.01760429	9.245272158	9.663310069	11.13539041	9.847917368	9.794101394	NA	9.668560167	10.44836077	9.05650955	9.381104614	9.033730938	9.706995594	10.77393602	9.058897501	9.558951842	NA
Q86XK2	FBXO11	Q86XK2	12.89015714	12.72766341	12.30714199	11.78247983	9.024248551	10.6227963	13.0430002	11.03339604	12.82343168	12.24065373	12.78778801	13.26158477	12.46605691	12.80506801	12.84250384	12.8507827	8.599629757	13.02240384	11.76544774	12.50897598	9.1770628	12.88470247	12.21541223	12.73721558
Q86XL3	ANKLE2	Q86XL3	13.60945076	13.35450865	13.32680221	13.59987316	13.81012449	14.13060454	13.90693761	13.77048272	13.59166882	14.65144145	14.42731494	14.60115378	13.76779376	14.25959349	14.11705387	14.27799655	13.99986585	14.25064486	14.03080583	15.01227252	14.17824486	14.32168241	14.37006137	14.31549172
Q86XP3	DDX42	Q86XP3	15.61049217	15.73199817	15.64882514	15.5520437	15.83479849	15.79447159	15.57622644	15.58626754	15.59193267	15.82485948	15.71383003	15.27171124	15.79041995	15.68307265	15.77729614	15.8873027	15.66307107	15.65057605	15.48110965	15.41101525	15.80876905	15.82954251	15.73062698	15.74962468
Q86XZ4	SPATS2	Q86XZ4	14.25194043	14.20089344	14.25955684	14.17308903	14.73945457	14.30153618	14.49557168	14.47349574	14.08510935	14.29896072	14.63109658	14.25240323	14.41585417	14.46720655	14.88657954	14.49228048	14.43463818	14.38479245	14.05630638	14.38110025	14.30853249	14.80059777	14.28212915	14.92225422
Q86Y07	VRK2	Q86Y07	14.67335811	12.67433102	14.79368333	12.99693712	14.89892602	15.17353604	14.64863141	14.2079762	14.8556208	14.91587292	14.95204177	15.15513512	13.65385355	12.41793754	13.80713015	13.44512372	13.26574835	14.9486034	14.06674127	14.60743154	14.32490568	15.04032662	14.44164449	14.9072407
Q86Y39	NDUFA11	Q86Y39	14.04812272	15.28666771	15.39436215	15.78388431	14.94132413	15.67297386	NA	13.94686442	15.21667518	14.84367857	13.7576367	13.9196235	15.27340185	15.55609224	15.29867231	15.35871541	NA	15.31146881	13.56022179	NA	NA	14.01003756	14.67448397	13.88672998
Q86Y56	DNAAF5	Q86Y56	14.86599174	14.7877634	14.98861154	15.48646968	14.813129	14.86656264	13.19108829	13.78259631	13.88644023	14.16190551	14.14910663	13.96672755	14.78831055	14.63394123	14.78754828	14.80535433	14.00268905	14.66892319	13.77608676	14.03979556	14.49691475	12.59241575	13.86960917	14.05507663
Q86Y79	PTRH1	Q86Y79	15.92075359	15.62042373	15.71415113	15.36701913	15.96231895	15.93846624	15.97421778	16.2412406	15.79134456	16.53048776	16.07488365	16.64662882	15.71977221	15.91990001	15.76637579	15.91878088	15.24865151	15.56128056	15.63241132	16.13680242	16.00264902	16.29568048	15.78867573	16.24330252
Q86Y82	STX12	Q86Y82	16.09496159	16.02299135	15.84981429	15.77993109	16.39356497	16.59203067	16.5819346	16.59212852	16.01673062	16.38053121	16.5438335	16.71784564	16.21329844	16.30504826	16.26071999	16.51535239	16.13851453	16.21493733	15.97524942	16.56960917	16.59626083	16.78542969	16.44423089	16.71274743
Q86YB8	ERO1B	Q86YB8	NA	10.10480107	10.85675298	13.31834752	11.33546165	11.35741252	14.50477613	11.03285879	11.39379452	11.99236227	11.83265316	11.42278786	NA	14.00263713	9.011145044	9.851888187	13.91311537	13.71344769	13.89830257	11.84349572	10.26817296	NA	11.00303863	11.36478548
Q86YH6	PDSS2	Q86YH6	15.04068079	15.07202329	9.890305556	15.60969431	14.19744854	14.84711882	13.09841528	12.41627052	9.393253137	13.47743985	14.42305458	14.4120062	15.0918321	13.65623057	13.04312892	15.17387192	11.9156376	NA	NA	15.01134642	NA	14.82967369	12.61485059	12.93377142
Q86YL5	TDRP	Q86YL5	15.94551566	15.95826287	15.79010218	15.34553672	16.25883227	15.68503415	15.99193753	16.03136772	15.63131919	15.84963203	16.08515909	15.76420498	15.80437747	15.88166092	15.76535981	16.11110711	16.17254262	15.79386995	15.54958964	15.25901948	15.61000055	15.86148412	16.0779329	16.28526438
Q86YM7	HOMER1	Q86YM7	11.98117541	13.86603706	12.28425491	12.43837199	14.30963216	14.12491117	11.62573387	11.86146183	13.51002344	12.32353288	12.21513805	14.62283268	NA	13.37653024	13.95030969	12.26373325	10.86003107	13.44906584	NA	12.40785426	13.50320262	12.22777795	12.08330552	12.44137214
Q86YP4	GATAD2A	Q86YP4	14.26068082	14.50908576	14.26067942	14.29959415	14.55161061	14.65877179	14.33635945	14.57042887	14.32857417	14.7281316	14.57602888	14.64373441	14.56157652	14.49175807	14.24341198	14.54719419	14.6972805	14.45389353	13.73400379	14.30169919	14.18757727	14.38545831	14.44510718	14.59084963
Q86YP4	GATAD2A	Q86YP4;Q8WXI9	16.17001146	13.27198146	15.63031181	15.05002999	16.58259278	13.3649024	16.23666928	15.97100623	13.79239323	13.84777359	15.45425162	16.65788757	13.63903392	13.68852907	15.35079061	13.93200689	13.68564568	13.70283722	13.68808308	15.64159222	15.61168337	15.0561045	16.10987908	15.93437757
Q86YS6	RAB43	Q86YS6	15.13475878	15.08104835	15.07110343	15.46445227	15.18128627	15.25198232	14.81022114	14.85459991	14.62282265	14.82616806	15.21437168	14.10608984	15.35975559	15.25341429	15.69963792	14.58000698	14.5863677	15.40948254	14.97023159	14.97738606	15.4469299	14.29251406	15.06424803	14.86015153
Q86YS7	C2CD5	Q86YS7	NA	11.87373755	13.22741914	12.72450887	NA	12.29621011	NA	NA	NA	12.01679458	NA	16.03900794	NA	NA	NA	NA	NA	NA	NA	NA	12.68590154	12.80889246	12.85897647	NA
Q86YV9	HPS6	Q86YV9	11.25662944	9.641188671	NA	11.92836689	12.7290499	12.0266003	NA	14.93143065	NA	12.28284244	11.52265573	11.62642985	12.38794074	NA	13.96219758	12.3229876	12.3093628	11.36409526	NA	15.55000701	NA	NA	11.27164633	NA
Q8IU81	IRF2BP1	Q8IU81	13.36538498	13.223185	10.75469199	13.39455525	13.47355459	12.88859931	13.31859694	13.71084423	13.21515891	13.25795229	13.16536389	15.60840331	11.95100281	12.55532548	11.22655192	13.95209332	12.80136033	12.5454597	12.96628057	13.10397072	11.93739727	13.16882773	13.69680137	11.74028961
Q8IUD2	ERC1	Q8IUD2	14.79427614	14.87836639	14.99985137	14.91624577	15.22344488	15.16358184	15.203279	15.34929624	15.11241647	15.42254684	15.31156248	15.3840435	15.04216187	15.25492557	14.97799882	15.27050405	15.08253047	15.15224069	15.23387607	15.36563226	15.34735528	15.65482374	15.36014171	15.51871285
Q8IUD6	RNF135	Q8IUD6	NA	NA	NA	NA	13.75222834	13.82127447	NA	NA	NA	NA	NA	14.00125061	NA	11.73562367	13.29944524	13.65813985	13.24731328	NA	NA	14.01698996	NA	13.41245307	13.21867615	11.37392788
Q8IUF8	RIOX2	Q8IUF8	14.81689037	14.67369514	14.34665374	14.86801675	14.64041234	14.55319217	14.03511248	13.38755252	14.40111501	14.53475929	14.45143428	14.07910637	14.63953486	14.5542435	14.58413231	14.53526712	14.68754507	14.71224565	14.27639057	14.26159345	14.71122906	14.08772475	14.26807447	14.27267139
Q8IUH3	RBM45	Q8IUH3	11.23788956	10.91487175	12.85617164	11.33791981	13.19361834	11.60401214	11.70183988	11.53539152	NA	13.82953905	13.71248869	11.93601819	NA	13.14504039	11.80064678	11.51765454	NA	9.868932332	NA	13.84469397	13.70441041	NA	13.03340951	14.17932372
Q8IUI8	CRLF3	Q8IUI8	15.28142418	14.81227269	15.12832121	15.29820493	15.66486688	15.45929441	15.40355774	15.39158391	15.08606126	15.47846085	15.37773658	16.07033094	15.29879507	15.24881576	15.44834833	15.55895419	15.25530618	15.24748136	14.1301673	15.67404598	15.20624921	15.29617144	14.95497525	15.64490358
Q8IUR0	TRAPPC5	Q8IUR0	NA	NA	14.17690158	15.56368313	14.41233	NA	13.89181614	NA	12.51754213	NA	NA	NA	14.21635619	13.87667272	14.52626929	NA	NA	13.04793249	NA	NA	13.9116098	NA	NA	NA
